0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,0.999,0.000,0.000,0.000,0.001
0.000,0.000,0.998,0.000,0.000,0.000,0.002
0.000,0.000,0.997,0.000,0.000,0.000,0.003
0.000,0.000,0.995,0.000,0.000,0.000,0.004
0.000,0.000,0.995,0.000,0.000,0.000,0.005
0.000,0.000,0.996,0.000,0.000,0.000,0.004
0.000,0.000,0.997,0.000,0.000,0.000,0.003
0.000,0.000,0.999,0.000,0.000,0.000,0.001
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000
0.000,0.000,0.996,0.000,0.000,0.000,0.004
0.000,0.000,0.986,0.000,0.000,0.000,0.014
0.001,0.000,0.899,0.000,0.000,0.000,0.101
0.004,0.000,0.179,0.000,0.000,0.000,0.816
0.017,0.000,0.018,0.003,0.000,0.000,0.962
0.079,0.000,0.010,0.012,0.000,0.007,0.892
0.186,0.001,0.000,0.026,0.000,0.783,0.005
0.021,0.000,0.000,0.003,0.000,0.975,0.000
0.002,0.000,0.000,0.000,0.000,0.998,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
0.000,0.000,0.000,0.000,0.000,1.000,0.000
