2457001,5
2457026,5
2457043,5
2457051,5
2457068,5
2457077,5
2457101,5
2457110,4
2457126,5
2457135,4
2457143,4
2457168,4
2457176,5
2457201,5
2457210,4
2457251,5
2457260,4
2457268,4
2457276,5
2457301,5
2457318,1
2457326,5
2457418,5
2457451,4
2457468,3
2457493,1
2457501,5
2457526,5
2457551,5
2457601,5
2457651,5
2457701,5
2457726,5
2457751,5
2457776,5
2457801,5
2457826,5
2457843,4
2457868,5
2457876,5
2457901,5
2457926,5
2457968,5
2457976,5
2457993,5
2458001,5
2458026,5
2458043,4
2458051,5
2458076,5
2458101,5
2458126,5
2458143,4
2458151,5
2458176,5
2458201,5
2458210,5
2458226,4
2458769,5
2458844,5
2458869,5
2458894,5
2458919,5
2458944,5
2458953,5
2458994,5
2459019,5
2459307,5
2459332,5
2459482,1
2459507,5
2459524,5
2459532,5
2459582,5
2459607,5
2459632,5
2459707,5
2459732,5
2459782,5
2459807,5
2459832,5
2459882,5
2459907,5
2459932,5
2459957,5
2460057,5
2460257,5
2460361,5
2460378,5
2460386,5
2460395,4
2460403,5
2460411,5
2460436,5
2460445,4
2460461,5
2460470,4
2460486,5
2460537,5
2460561,5
2460578,1
2460587,5
2460603,5
2460612,5
2460636,5
2460645,4
2460653,5
2460661,5
2460678,1
2460686,1
2460703,1
2460711,5
2460761,5
2460778,5
2460787,5
2460803,5
2460836,5
2460861,5
2460886,5
2460912,5
2460961,5
2460986,5
2461011,5
2461061,5
2461086,5
2461103,5
2461111,5
2461136,5
2461178,4
2461186,5
2461203,5
2461211,5
2461236,5
2461261,5
2461278,5
2461286,5
2461303,5
2461336,1
2461353,1
2461361,1
2461386,1
2461403,1
2461436,5
2461453,1
2461461,1
2461486,5
2461503,5
2461511,5
2461528,5
2461536,5
2461561,5
2461578,5
2461586,5
2461603,5
2461611,5
2461628,5
2461636,5
2461653,5
2461661,5
2461678,5
2461686,5
2461703,5
2461711,5
2461753,5
2461761,5
2461778,5
2461786,5
2461811,5
2461828,5
2461836,5
2461853,5
2461861,5
2461878,5
2461886,5
2462086,5
2462111,5
2462136,5
2462203,5
2462211,5
2462236,5
2462261,5
2462286,0
2462311,0
2462386,0
2462411,0
2462436,5
2462461,0
2462486,0
2462503,5
2462511,0
2462611,0
2462661,0
2462686,0
2462703,5
2462711,5
2462786,5
2462811,5
2462853,5
2462861,5
2462886,5
2462911,5
2462936,0
2463036,0
2463061,0
2463086,0
2463111,0
2463186,0
2463211,0
2463261,0
2463286,0
2463311,5
2463428,5
2463503,3
2463536,2
2463561,2
2463586,2
2463636,2
2463661,2
2463678,5
2463686,5
2463728,2
2463736,2
2463761,2
2463786,1
2463811,5
2464040,5
2464049,5
2464065,4
2464115,5
2464140,5
2464165,5
2464190,5
2464215,5
2464240,5
2464290,5
2464315,5
2464340,5
2464365,5
2464390,5
2464415,5
2464441,5
2464465,5
2464490,5
2464515,5
2464540,5
2464590,5
2464615,5
2464640,5
2464665,5
2464690,5
2464715,5
2464740,5
2464765,5
2464790,5
2464815,5
2464840,5
2464865,5
2464890,5
2464915,5
2464940,5
2464965,5
2464990,5
2465015,5
2465032,5
2465040,5
2465057,5
2465065,5
2465082,5
2465090,5
2465107,5
2465115,5
2465140,5
2465157,5
2465165,5
2465182,5
2465190,5
2465207,5
2465215,5
2465232,5
2465240,5
2465257,5
2465265,5
2465290,5
2465307,5
2465315,5
2465332,5
2465340,5
2465365,5
2465382,5
2465390,5
2465407,5
2465415,5
2465432,5
2465440,5
2465457,5
2465465,5
2465482,5
2465490,5
2465515,5
2465532,5
2465540,5
2465565,5
2465582,5
2465590,5
2465615,5
2465632,5
2465640,5
2465657,5
2465665,5
2465690,5
2465715,5
2465732,5
2465740,5
2465757,5
2465765,5
2465782,5
2465790,5
2465807,5
2465815,5
2465832,5
2465840,5
2465865,5
2465882,5
2465890,5
2465907,5
2465915,5
2465932,5
2465940,5
2465957,5
2465965,5
2465982,5
2465990,5
2466007,5
2466015,5
2466032,5
2466057,5
2466065,5
2466082,5
2466090,0
2466115,0
2466132,0
2466140,0
2466157,0
2466165,0
2466182,0
2466190,0
2466215,0
2466232,0
2466240,0
2466257,0
2466265,0
2466290,0
2466315,0
2466332,0
2466340,0
2466357,0
2466365,0
2466382,0
2466390,0
2466415,0
2466432,0
2466440,0
2466457,0
2466465,0
2466482,0
2466490,0
2466515,0
2466540,0
2466557,5
2466590,5
2466615,5
2466640,5
2466665,5
2466690,5
2466715,5
2466740,5
2466757,5
2466765,5
2466782,5
2466815,5
2466832,5
2466840,5
2466857,5
2466865,5
2466890,5
2466915,5
2466940,5
2466957,4
2466965,5
2466990,5
2467015,5
2467040,5
2467065,5
