0.948,0.030,0.015,0.010,0.131,0.058,0.008
0.002,0.701,0.096,0.022,0.014,0.016,0.000
0.001,0.064,0.675,0.154,0.019,0.004,0.000
0.001,0.014,0.139,0.678,0.083,0.004,0.000
0.006,0.006,0.013,0.075,0.549,0.013,0.000
0.042,0.185,0.062,0.062,0.205,0.904,0.243
0.000,0.000,0.000,0.000,0.000,0.001,0.749
