0.980,0.001,0.000,0.000,0.017,0.016,0.010
0.001,0.928,0.018,0.001,0.054,0.010,0.006
0.001,0.018,0.946,0.018,0.018,0.001,0.008
0.000,0.001,0.016,0.962,0.020,0.000,0.000
0.004,0.025,0.010,0.018,0.720,0.026,0.039
0.011,0.020,0.001,0.000,0.088,0.941,0.007
0.004,0.006,0.010,0.001,0.082,0.006,0.930
