3845206,5
3845230,5
3845280,5
3845331,5
3845356,5
3845714,4
3846132,4
3846157,4
3846165,4
3846182,4
3846207,4
3846232,4
3846248,5
3846257,4
3846273,4
3846282,4
3846298,4
3846307,4
3846323,4
3846332,4
3846348,4
3846357,4
3846373,4
3846382,4
3846398,5
3846407,5
3846423,4
3846432,5
3846448,4
3846457,5
3846473,4
3846482,5
3846498,4
3846507,5
3846523,5
3846532,5
3851094,5
3851103,5
3851119,5
3851128,0
3851144,5
3851153,5
3851169,5
3851178,5
3851194,5
3851219,0
3851228,0
3851253,0
3851269,0
3851278,0
3851294,0
3851328,0
3851344,0
3851353,0
3851378,0
3851394,0
3851419,0
3851444,0
3851469,0
3851669,0
3851694,0
3852065,0
3852165,0
3852340,0
3852440,0
3852915,5
3853461,5
3853495,5
3853578,4
3853595,4
3853961,5
3854116,5
3854157,5
3854924,4
3854982,5
3854990,4
3855015,4
3855253,5
3855287,5
3855337,0
3855361,0
3855387,0
3855412,0
3855462,0
3855537,0
3855562,0
3855587,0
3855920,5
3855961,0
3855986,5
3856416,4
3856541,4
3856557,5
3856582,5
3857057,5
3857157,5
3857182,5
3857353,5
3857420,5
3857453,4
3857462,4
3857553,5
3857653,5
3857753,5
3857770,4
3857787,4
3857845,0
3857945,0
3857970,0
3858045,0
3858070,0
3858170,0
3858270,5
3858399,5
3858424,5
3858491,1
3858499,1
3858541,5
3858599,1
3858641,5
3858691,0
3858774,5
3858791,1
3858816,1
3858866,2
3858874,2
3858891,2
3858899,1
3858916,1
3858924,1
3858941,1
3859024,0
3859299,5
3859495,5
3859520,5
3859596,5
3859620,5
3859720,5
3859795,5
3859820,5
3859895,5
3860020,5
3860129,4
3860295,5
3860395,5
3860625,5
3860675,4
3860691,5
3860792,5
3860825,5
3860891,5
3860991,5
3861025,5
3861091,5
3861150,4
3861192,5
3861291,5
3861391,5
3861491,5
3861588,5
3861662,5
3861687,5
3861762,5
3861787,5
3861887,5
3861962,5
3861987,5
3862062,5
3862071,5
3862087,5
3862146,4
3862162,5
3862187,5
3862196,5
3862287,5
3862362,5
3862387,5
3862487,5
3863333,0
3863458,5
3863492,5
3863729,5
3863779,5
3863829,5
3863838,4
3863854,5
3863929,5
3863938,5
3863954,5
3863988,4
3864013,4
3864029,4
3864054,4
3864129,5
3864254,5
3864496,5
3864529,4
3864579,0
3864596,4
3864604,4
3864621,5
3864629,5
3864654,5
3864696,5
3864792,5
3864825,5
3865492,5
3865558,4
3865863,5
3865888,5
3865896,4
3865921,4
3865963,5
3865988,5
3865996,4
3866021,4
3866063,3
3866071,2
3866088,3
3866096,4
3866121,4
3866163,4
3866188,4
3866196,4
3866221,4
3866263,4
3866288,5
3866296,4
3866321,4
3866363,4
3866388,5
3866396,4
3866421,4
3866538,5
3866788,5
3866821,4
3867159,5
3867292,5
3867384,1
3867417,2
3867459,3
3867467,3
3867484,3
3868690,5
3868723,4
3868798,5
3868824,5
3868890,5
3868898,5
3868923,4
3868998,5
3869023,5
3869056,4
3869123,5
3869223,5
3869398,5
3869423,5
3869556,4
3869598,5
3869623,5
3870499,3
3870532,3
3870574,1
3870599,4
3870674,3
3870699,2
3870774,2
3870782,2
3870824,2
3870849,3
3870874,1
3870899,2
3870924,3
3870932,3
3870949,3
3870974,3
3870999,2
3871024,2
3871049,1
3871099,1
3871495,2
3871528,1
3871553,4
3871570,4
3871628,1
3871670,1
3871678,1
3871703,1
3871728,1
3871745,2
3871803,3
3871828,3
3871853,4
